merchant_name,expense,category,mcc,amount,date
Target,Clothes,Accessories,,157.83,2023-04-19
Dentist,MISC,Variety Stores,,0,2023-04-16
Subway,Food,Fast Food Restaurants,,104.87,2023-03-19
ABC Apartments,Rent,Housing,6513,300,2023-04-10
Bed Bath & Beyond,MISC,Stationery Goods,7279,0,2023-04-11
Macy's,Clothes,Accessories,,118.22,2023-05-08
Regal Cinemas,Entertainment,Theaters,,48.75,2023-05-06
Walmart,MISC,Department Stores,,0,2023-05-03
XYZ Housing,Rent,Housing,6513,300,2023-05-05
Tobu Zoo,Entertainment,Fair,7996,116.33,2023-04-19
ABC Apartments,Rent,Housing,,300,2023-03-27
Amazon,MISC,Wholesale Clubs,,0,2023-04-19
Walmart,Electronics,Computer Software Stores,,455.13,2023-03-04
Tobu,Groceries,Supermarkets,,83.87,2023-04-24
MNO Gas,Utilities,Utilities,,63.62,2023-03-02
CVS,Health,Drug Stores,,462.15,2023-04-15
Samsung,Electronics,Computer Software Stores,,1481.03,2023-05-12
Disney Land,Entertainment,Motion Picture Theaters,,37.44,2023-03-20
Yellow Cab,Transportation,Public Transportation,4096,14.55,2023-03-21
City Hospital,MISC,Variety Stores,,0,2023-03-18
Uber,Transportation,Bus Lines,4203,5.92,2023-05-04
XYZ Housing,Rent,Housing,,300,2023-04-23
Nintendo,Electronics,Gaming,,1664.89,2023-03-23
XYZ Electricity,Utilities,Utilities,,169.48,2023-03-30
City Hospital,MISC,Department Stores,,0,2023-03-22
City Park,Entertainment,Motion Picture Theaters,,86.66,2023-03-31
Costco,MISC,Wholesale Clubs,,0,2023-05-02
Uptown Rentals,Rent,Housing,,300,2023-04-12
Megamart,Groceries,Miscellaneous Food Stores,,96.18,2023-04-19
Museum of History,Entertainment,Tourist Attractions,,32.63,2023-04-26
CVS,Health,Drug Stores,,227.31,2023-04-29
Aliexpress,Clothes,Accessories,,282.16,2023-03-30
Aliexpress,Electronics,Electronics,,1390.44,2023-03-08
Walmart,Groceries,Supermarkets,,99.92,2023-05-01
Best Buy,Electronics,Gaming,5729,536.22,2023-04-14
Sony,Electronics,Electronics,5727,1014.64,2023-05-11
Aliexpress,Clothes,Men's Clothing,,131.42,2023-05-07
Lyft,Transportation,Public Transportation,,11.85,2023-04-30
Walmart,Groceries,Convenience Stores,5462,41.32,2023-05-14
Lyft,Transportation,Public Transportation,,7.95,2023-04-25
ABC Water,Utilities,Utilities,4837,167.53,2023-05-11
Costco,MISC,Department Stores,,0,2023-03-07
Target,Food,Dining,,8.96,2023-03-19
Family Mart,Groceries,Convenience Stores,,50.82,2023-03-20
Starbucks,Food,Meals,,70.63,2023-03-08
XYZ Electricity,Utilities,Utilities,,79.92,2023-03-14
Dollar General,Groceries,Convenience Stores,,28.69,2023-04-23
Cabbie,Transportation,Bus Lines,,14.49,2023-04-01
Uptown Rentals,Rent,Housing,,300,2023-05-02
Yellow Cab,Transportation,Public Transportation,,19.54,2023-03-10
ABC Apartments,Rent,Housing,6513,300,2023-03-08
Target,MISC,Stationery Goods,,0,2023-03-01
Amazon,Health,Pharmaceuticals,,93.38,2023-04-17
Nike,Clothes,Apparel,,165.62,2023-03-17
City Bus,Transportation,Taxi Cabs,4195,12.7,2023-04-05
MNO Gas,Utilities,Utilities,,151.15,2023-03-10
ABC Apartments,Rent,Housing,,300,2023-04-21
Lyft,Transportation,Bus Lines,,5.14,2023-03-18
AMC Theaters,Entertainment,Amusement/Theme Parks,,96.71,2023-03-30
Lyft,Transportation,Bus Lines,,19.88,2023-04-07
Trader joe's,Groceries,Convenience Stores,,115.23,2023-04-03
Uptown Rentals,Rent,Housing,,300,2023-05-06
Starbucks,Food,Dining,,24.53,2023-05-11
H&M,Clothes,Apparel,,219.76,2023-04-20
Uber,Transportation,Public Transportation,,17.74,2023-04-08
GU,Clothes,Accessories,,137.06,2023-03-23
H&M,Clothes,Commercial Footwear,,132.99,2023-05-09
MNO Gas,Utilities,Utilities,,63.26,2023-05-04
Yellow Cab,Transportation,Local Transit,,16.21,2023-04-16
Walmart,Food,Dining,,128.03,2023-03-11
Walmart,Health,Pharmaceuticals,,145.8,2023-04-10
Zara,Clothes,Clothing & Shoes,,238.92,2023-05-11
XYZ Housing,Rent,Housing,6513,300,2023-05-05
Gyomu Supermarket,Groceries,Convenience Stores,,6.12,2023-04-24
Disney Land,Entertainment,Theaters,,53.09,2023-03-25
Dentist,MISC,Miscellaneous,,0,2023-04-07
Yellow Cab,Transportation,Taxi Cabs,4336,18.56,2023-05-15
Carib,Entertainment,Fair,,21.98,2023-05-10
Walmart,Health,Pharmaceuticals,,436.94,2023-04-04
eBay,MISC,Variety Stores,,0,2023-04-30
Lyft,Transportation,Public Transportation,4426,8.92,2023-04-22
Uptown Rentals,Rent,Housing,,300,2023-03-24
Mo's Motel,MISC,Stationery Goods,,0,2023-04-20
PQR Internet,Utilities,Utilities,,87.81,2023-05-09
Walmart,Food,Bars,,136.62,2023-03-22
City Bus,Transportation,Bus Lines,,11.21,2023-04-09
eBay,MISC,Department Stores,,0,2023-03-14
Amazon,Health,Health,,497.2,2023-03-10
Yellow Cab,Transportation,Bus Lines,,15.62,2023-05-03
Cabbie,Transportation,Local Transit,,15.82,2023-03-30
Office Depot,MISC,Wholesale Clubs,,0,2023-04-24
Walmart,MISC,Wholesale Clubs,,0,2023-03-26
Dentist,MISC,Stationery Goods,,0,2023-04-20
Carib,Entertainment,Amusement/Theme Parks,,111.86,2023-04-18
PQR Internet,Utilities,Utilities,,192.56,2023-03-29
Target,Food,Meals,5812,27.39,2023-04-25
Target,Groceries,Supermarkets,5411,132.48,2023-03-30
Tobu Zoo,Entertainment,Fair,,26.6,2023-03-29
Nike,Clothes,Commercial Footwear,5666,170.06,2023-03-29
Subway,Food,Fast Food Restaurants,,99.85,2023-04-12
Family Mart,Groceries,Miscellaneous Food Stores,,10.85,2023-03-27
Yellow Cab,Transportation,Public Transportation,4620,5.0,2023-04-23
CVS,Health,Health,,387.58,2023-05-07
Target,Clothes,Accessories,,132.77,2023-03-27
Walmart,Food,Bars,,149.49,2023-05-14
MNO Gas,Utilities,Utilities,,153.21,2023-04-10
Nike,Clothes,Accessories,,164.3,2023-04-08
Sega,Electronics,Gaming,,166.36,2023-03-13
Aliexpress,Clothes,Commercial Footwear,,72.14,2023-03-13
Donquiote,Clothes,Apparel,,191.77,2023-03-16
Target,MISC,Variety Stores,,0,2023-04-17
Uptown Rentals,Rent,Housing,6513,300,2023-04-06
Main Street Condos,Rent,Housing,,300,2023-05-02
Target,MISC,Stationery Goods,,0,2023-03-03
eBay,MISC,Variety Stores,,0,2023-04-16
PQR Internet,Utilities,Utilities,,69.23,2023-04-30
Burger King,Food,Bars,5814,28.99,2023-03-22
Gyomu Supermarket,Groceries,Markets,5462,148.67,2023-04-09
City Hospital,MISC,Department Stores,6521,0,2023-03-01
ABC Water,Utilities,Utilities,,61.28,2023-04-20
Carib,Entertainment,Tourist Attractions,,28.3,2023-05-12
Walmart,Clothes,Men's Clothing,,27.91,2023-05-10
Amazon,Clothes,Apparel,,57.02,2023-03-09
Amazon,Groceries,Convenience Stores,,81.81,2023-04-23
ABC Water,Utilities,Utilities,4807,119.25,2023-03-14
Mo's Motel,MISC,Wholesale Clubs,,0,2023-04-24
Best Buy,Electronics,Computer Software Stores,,203.32,2023-04-12
CVS,Health,Drug Stores,,222.15,2023-05-08
Apple Store,Electronics,Computer Software Stores,,1358.67,2023-05-11
Uptown Rentals,Rent,Housing,,300,2023-03-06
ABC Apartments,Rent,Housing,,300,2023-03-28
Uptown Rentals,Rent,Housing,,300,2023-04-24
City Bus,Transportation,Bus Lines,,12.29,2023-03-25
Aliexpress,Clothes,Clothing & Shoes,5665,108.35,2023-05-01
Amazon,Health,Drug Stores,,26.97,2023-05-01
Target,Clothes,Clothing & Shoes,,235.57,2023-03-07
Target,Food,Fast Food Restaurants,,63.12,2023-03-30
Aliexpress,MISC,Miscellaneous,,0,2023-05-07
Seven Eleven,Groceries,Specialty Food Markets,,22.53,2023-04-09
Target,Clothes,Commercial Footwear,,160.33,2023-05-05
Subway,Food,Bars,,101.36,2023-03-10
Subway,Food,Bars,,117.49,2023-04-20
CVS,Health,Pharmaceuticals,,277.04,2023-03-09
Nintendo,Electronics,Gaming,,416.78,2023-05-11
Walmart,Health,Drug Stores,,66.55,2023-05-09
Uptown Rentals,Rent,Housing,6513,300,2023-03-22
Megamart,Groceries,Supermarkets,,58.63,2023-05-05
City Bus,Transportation,Local Transit,4693,9.37,2023-03-26
Walmart,MISC,Wholesale Clubs,,0,2023-03-26
Subway,Food,Meals,,101.23,2023-04-01
Holiday Inn,MISC,Stationery Goods,,0,2023-03-10
CVS,Health,Drug Stores,5912,48.0,2023-05-01
Target,Clothes,Apparel,,297.31,2023-04-01
Target,Groceries,Convenience Stores,,45.82,2023-04-12
XYZ Electricity,Utilities,Utilities,,148.41,2023-04-05
Uber,Transportation,Bus Lines,,17.08,2023-04-19
XYZ Housing,Rent,Housing,,300,2023-03-13
Yellow Cab,Transportation,Bus Lines,4581,12.21,2023-04-29
Target,Electronics,Gaming,,1274.89,2023-05-03
Tobu Aquarium,Entertainment,Motion Picture Theaters,7996,35.98,2023-04-11
Sega,Electronics,Computer Software Stores,,397.03,2023-05-05
Uptown Rentals,Rent,Housing,,300,2023-04-09
XYZ Electricity,Utilities,Utilities,,194.74,2023-05-07
Best Buy,Electronics,Computer Software Stores,,132.69,2023-03-28
Aliexpress,MISC,Department Stores,,0,2023-03-22
Costco,MISC,Miscellaneous,,0,2023-03-22
JUTC,Transportation,Taxi Cabs,,12.9,2023-03-09
Amazon,Health,Pharmaceuticals,5912,450.36,2023-03-09
Disney Land,Entertainment,Motion Pictures,7998,59.24,2023-04-08
Cabbie,Transportation,Taxi Cabs,4610,14.47,2023-03-30
Walmart,Health,Drug Stores,,260.13,2023-05-11
MNO Gas,Utilities,Utilities,,135.02,2023-03-29
CVS,Health,Pharmaceuticals,,178.23,2023-04-05
Walmart,Clothes,Apparel,,75.36,2023-04-21
Walmart,Electronics,Computer Software Stores,,109.35,2023-03-22
AMC Theaters,Entertainment,Tourist Attractions,,102.58,2023-03-06
CVS,Health,Health,5912,108.59,2023-04-10
Walmart,MISC,Miscellaneous,,0,2023-03-03
Walmart,Health,Drug Stores,,282.2,2023-03-28
Zara,Clothes,Accessories,,170.49,2023-03-28
Gyomu Supermarket,Groceries,Miscellaneous Food Stores,,98.01,2023-03-06
Apple Store,Electronics,Computer Software Stores,,1965.19,2023-03-09
Gyomu Supermarket,Groceries,Convenience Stores,,148.67,2023-04-21
Samsung,Electronics,Electronics,5735,1370.69,2023-03-04
Macy's,Clothes,Accessories,5639,93.2,2023-04-08
Target,Clothes,Apparel,5646,272.64,2023-04-15
Lyft,Transportation,Taxi Cabs,,9.98,2023-03-27
Target,Groceries,Specialty Food Markets,,65.64,2023-03-21
XYZ Electricity,Utilities,Utilities,,66.98,2023-03-24
Uptown Rentals,Rent,Housing,,300,2023-05-10
Target,Electronics,Computer Software Stores,5728,1883.43,2023-05-07
Main Street Condos,Rent,Housing,,300,2023-04-24
PQR Internet,Utilities,Utilities,4886,64.33,2023-05-03
Nintendo,Electronics,Gaming,,1280.92,2023-03-24
GU,Clothes,Commercial Footwear,,100.49,2023-04-14
Office Depot,MISC,Miscellaneous,,0,2023-03-11
Trader joe's,Groceries,Supermarkets,,61.76,2023-04-14
Main Street Condos,Rent,Housing,,300,2023-04-12
Family Mart,Groceries,Convenience Stores,,32.76,2023-04-19
Amazon,Electronics,Mobile Accessories,,561.71,2023-05-01
Tobu Zoo,Entertainment,Amusement/Theme Parks,,30.32,2023-04-21
Adidas,Clothes,Clothing & Shoes,5660,79.67,2023-05-12
Uniqlo,Clothes,Accessories,,126.29,2023-04-20
Sony,Electronics,Mobile Accessories,,733.32,2023-03-23
Amazon,Electronics,Gaming,,1181.45,2023-04-05
Disney Land,Entertainment,Exhibits,7996,83.98,2023-03-18
AMC Theaters,Entertainment,Fair,7996,10.01,2023-04-27
Burger King,Food,Bars,5814,129.72,2023-03-06
Carib,Entertainment,Motion Picture Theaters,,11.19,2023-04-08
AMC Theaters,Entertainment,Motion Pictures,7832,117.44,2023-03-05
Uber,Transportation,Taxi Cabs,,8.81,2023-04-03
MNO Gas,Utilities,Utilities,,62.19,2023-04-08
Amazon,Clothes,Commercial Footwear,,108.05,2023-04-17
CVS,Health,Health,5912,196.17,2023-05-12
XYZ Housing,Rent,Housing,,300,2023-03-05
Aliexpress,MISC,Department Stores,,0,2023-05-13
XYZ Electricity,Utilities,Utilities,,65.55,2023-03-30
Walmart,Electronics,Electronics,,360.95,2023-03-17
Amazon,Health,Drug Stores,,72.01,2023-03-25
Lyft,Transportation,Local Transit,,15.19,2023-04-04
PQR Internet,Utilities,Utilities,,196.75,2023-05-03
Target,Clothes,Men's Clothing,,77.54,2023-04-29
Target,Clothes,Men's Clothing,,46.88,2023-03-22
Tobu,Groceries,Miscellaneous Food Stores,5499,47.44,2023-04-06
Samsung,Electronics,Electronics,5722,1308.13,2023-04-20
ABC Water,Utilities,Utilities,4862,181.45,2023-05-09
Uptown Rentals,Rent,Housing,,300,2023-03-08
Uptown Rentals,Rent,Housing,,300,2023-04-22
Yellow Cab,Transportation,Public Transportation,,14.36,2023-05-13
Yellow Cab,Transportation,Bus Lines,,15.52,2023-03-15
JUTC,Transportation,Public Transportation,4470,18.67,2023-04-04
Seven Eleven,Groceries,Supermarkets,,131.79,2023-03-02
Lyft,Transportation,Taxi Cabs,,13.37,2023-04-11
Walmart,MISC,Variety Stores,,0,2023-03-08
Trader joe's,Groceries,Markets,,8.57,2023-03-03
AMC Theaters,Entertainment,Motion Pictures,,86.89,2023-03-04
Walmart,Groceries,Miscellaneous Food Stores,,137.18,2023-04-13
Family Mart,Groceries,Specialty Food Markets,,123.78,2023-03-24
Macy's,Clothes,Commercial Footwear,,274.59,2023-04-17
TGI Fridays,Food,Bars,,76.03,2023-03-15
Costco,MISC,Department Stores,,0,2023-03-17
City Park,Entertainment,Theaters,7996,96.27,2023-04-18
Samsung,Electronics,Gaming,,52.18,2023-05-11
Bed Bath & Beyond,MISC,Variety Stores,,0,2023-03-25
Family Mart,Groceries,Markets,,13.0,2023-05-03
Museum of History,Entertainment,Motion Pictures,7996,40.79,2023-04-06
Amazon,MISC,Wholesale Clubs,,0,2023-03-12
Sega,Electronics,Computer Software Stores,,1241.98,2023-04-10
Family Mart,Groceries,Convenience Stores,,95.84,2023-05-11
Amazon,Health,Drug Stores,,19.59,2023-04-08
TGI Fridays,Food,Bars,,137.48,2023-04-05
Amazon,Health,Pharmaceuticals,5912,364.71,2023-04-16
Dentist,MISC,Miscellaneous,,0,2023-03-15
Aliexpress,Clothes,Commercial Footwear,,227.21,2023-05-06
AMC Theaters,Entertainment,Amusement/Theme Parks,7991,68.02,2023-04-03
XYZ Housing,Rent,Housing,,300,2023-03-17
Megamart,Groceries,Miscellaneous Food Stores,,88.67,2023-05-11
JUTC,Transportation,Taxi Cabs,,19.47,2023-03-11
Nintendo,Electronics,Gaming,,907.71,2023-03-10
ABC Water,Utilities,Utilities,,101.91,2023-03-17
Sega,Electronics,Gaming,,490.17,2023-03-07
Aliexpress,Electronics,Gaming,,1557.33,2023-03-11
Tobu Aquarium,Entertainment,Motion Picture Theaters,,73.02,2023-03-17
Yellow Cab,Transportation,Bus Lines,4713,15.65,2023-05-14
Walmart,Electronics,Mobile Accessories,,581.25,2023-04-09
AMC Theaters,Entertainment,Motion Picture Theaters,,65.51,2023-04-20
Six Flags,Entertainment,Tourist Attractions,,14.81,2023-03-09
Lyft,Transportation,Bus Lines,,14.33,2023-05-03
XYZ Electricity,Utilities,Utilities,,128.47,2023-05-11
KFC,Food,Restaurant & Dining,,9.32,2023-03-03
City Bus,Transportation,Taxi Cabs,,6.59,2023-04-13
Amazon,Health,Drug Stores,,142.16,2023-04-07
Amazon,Health,Drug Stores,,111.54,2023-03-31
Panasonic,Electronics,Computer Software Stores,,1953.56,2023-03-24
ABC Apartments,Rent,Housing,,300,2023-03-15
Apple Store,Electronics,Electronics,,1115.35,2023-04-25
Aliexpress,MISC,Miscellaneous,,0,2023-03-15
Cabbie,Transportation,Public Transportation,,16.09,2023-04-15
Megamart,Groceries,Markets,,73.68,2023-03-01
City Hospital,MISC,Miscellaneous,,0,2023-04-27
Amazon,MISC,Stationery Goods,,0,2023-03-22
JUTC,Transportation,Local Transit,,10.89,2023-05-03
Mo's Motel,MISC,Department Stores,,0,2023-04-22
Sega,Electronics,Electronics,,656.82,2023-04-10
MNO Gas,Utilities,Utilities,,177.24,2023-05-12
Regal Cinemas,Entertainment,Amusement/Theme Parks,,34.06,2023-04-14
Walmart,Health,Pharmaceuticals,,190.71,2023-03-23
Zara,Clothes,Clothing & Shoes,,290.81,2023-04-24
ABC Water,Utilities,Utilities,,158.65,2023-03-10
Six Flags,Entertainment,Tourist Attractions,7996,46.33,2023-04-21
Disney Land,Entertainment,Amusement/Theme Parks,,17.87,2023-03-22
KFC,Food,Bars,,126.38,2023-03-21
AMC Theaters,Entertainment,Fair,,62.55,2023-04-28
PQR Internet,Utilities,Utilities,,177.97,2023-05-04
Tasty's,Food,Fast Food Restaurants,5813,108.93,2023-04-05
Office Depot,MISC,Miscellaneous,,0,2023-04-08
Sony,Electronics,Electronics,,809.5,2023-04-12
Uber,Transportation,Public Transportation,,18.4,2023-04-09
Panasonic,Electronics,Electronics,,954.2,2023-03-03
KFC,Food,Fast Food Restaurants,,37.99,2023-04-04
ABC Water,Utilities,Utilities,,165.43,2023-04-18
Walmart,Health,Pharmaceuticals,,292.98,2023-03-24
CVS,Health,Pharmaceuticals,,226.69,2023-05-07
Nintendo,Electronics,Computer Software Stores,,950.15,2023-05-12
Gyomu Supermarket,Groceries,Convenience Stores,5462,13.21,2023-04-20
Nintendo,Electronics,Computer Software Stores,,302.23,2023-04-14
Dollar General,Groceries,Supermarkets,,80.84,2023-03-14
ABC Water,Utilities,Utilities,4867,50.76,2023-03-16
Tobu Zoo,Entertainment,Amusement/Theme Parks,,57.01,2023-03-28
Ikea,MISC,Miscellaneous,,0,2023-05-08
Holiday Inn,MISC,Wholesale Clubs,,0,2023-04-23
City Hospital,MISC,Wholesale Clubs,5766,0,2023-04-27
AMC Theaters,Entertainment,Exhibits,,113.47,2023-04-15
Nintendo,Electronics,Electronics,,772.07,2023-04-06
Walmart,Health,Health,,68.45,2023-04-23
Dollar General,Groceries,Supermarkets,5441,141.91,2023-04-22
Subway,Food,Fast Food Restaurants,,80.71,2023-04-19
Tobu,Groceries,Convenience Stores,,19.86,2023-04-18
Cabbie,Transportation,Local Transit,,6.01,2023-03-20
Walmart,Health,Drug Stores,,301.86,2023-03-01
McDonalds,Food,Fast Food Restaurants,,47.05,2023-03-06
Apple Store,Electronics,Computer Software Stores,5723,884.27,2023-04-14
City Bus,Transportation,Bus Lines,,5.14,2023-03-20
XYZ Housing,Rent,Housing,,300,2023-05-01
Main Street Condos,Rent,Housing,,300,2023-04-28
Holiday Inn,MISC,Miscellaneous,,0,2023-05-12
Walmart,Clothes,Men's Clothing,5604,226.41,2023-04-11
Best Buy,Electronics,Gaming,,1870.28,2023-04-23
Walmart,MISC,Variety Stores,,0,2023-03-06
Target,Food,Restaurant & Dining,,41.56,2023-04-11
Office Depot,MISC,Department Stores,,0,2023-04-29
Sony,Electronics,Gaming,,1167.17,2023-03-05
Tobu,Groceries,Supermarkets,,104.37,2023-04-08
Amazon,Health,Pharmaceuticals,,177.37,2023-03-02
Yellow Cab,Transportation,Bus Lines,,14.59,2023-05-04
Amazon,Health,Health,,310.94,2023-03-17
Nintendo,Electronics,Gaming,5731,1720.72,2023-04-07
Amazon,Electronics,Electronics,5729,253.88,2023-04-10
Walmart,Food,Fast Food Restaurants,5812,107.99,2023-04-24
Lyft,Transportation,Taxi Cabs,,10.85,2023-04-20
Uptown Rentals,Rent,Housing,,300,2023-03-29
Cabbie,Transportation,Bus Lines,,6.86,2023-04-29
Ikea,MISC,Variety Stores,,0,2023-04-11
Bed Bath & Beyond,MISC,Miscellaneous,,0,2023-05-13
Target,Groceries,Miscellaneous Food Stores,5499,80.74,2023-04-06
Disney Land,Entertainment,Tourist Attractions,,71.01,2023-03-07
MNO Gas,Utilities,Utilities,,138.87,2023-03-26
Target,Groceries,Supermarkets,,99.85,2023-03-19
Amazon,Health,Pharmaceuticals,,362.65,2023-04-14
XYZ Housing,Rent,Housing,,300,2023-04-08
Mo's Motel,MISC,Department Stores,,0,2023-04-08
XYZ Housing,Rent,Housing,,300,2023-03-26
Office Depot,MISC,Variety Stores,,0,2023-03-07
Sony,Electronics,Computer Software Stores,,814.21,2023-04-30
Amazon,Electronics,Electronics,,858.79,2023-03-16
Cabbie,Transportation,Public Transportation,,5.26,2023-03-20
Amazon,MISC,Wholesale Clubs,,0,2023-03-19
Hilo,Groceries,Supermarkets,,84.84,2023-04-23
ABC Apartments,Rent,Housing,,300,2023-04-10
Tobu,Groceries,Specialty Food Markets,,33.16,2023-04-27
XYZ Housing,Rent,Housing,,300,2023-05-10
CVS,Health,Pharmaceuticals,,301.76,2023-05-08
JUTC,Transportation,Public Transportation,,19.64,2023-03-14
XYZ Housing,Rent,Housing,,300,2023-03-25
Nintendo,Electronics,Electronics,,89.32,2023-04-13
McDonalds,Food,Meals,,94.74,2023-03-09
Hilo,Groceries,Convenience Stores,5462,14.03,2023-03-01
City Bus,Transportation,Bus Lines,,6.66,2023-03-18
Cabbie,Transportation,Public Transportation,4778,13.2,2023-04-02
ABC Apartments,Rent,Housing,,300,2023-05-15
Sony,Electronics,Computer Software Stores,,1842.65,2023-05-08
AMC Theaters,Entertainment,Exhibits,,54.27,2023-04-20
Six Flags,Entertainment,Motion Pictures,,77.04,2023-03-04
Aliexpress,MISC,Variety Stores,,0,2023-05-08
City Bus,Transportation,Public Transportation,,14.02,2023-05-09
Amazon,Health,Drug Stores,,60.16,2023-05-06
Amazon,Health,Pharmaceuticals,,186.63,2023-05-15
Target,Electronics,Computer Software Stores,,1968.58,2023-03-11
Target,Electronics,Electronics,,243.43,2023-04-15
Walmart,Clothes,Men's Clothing,,239.18,2023-03-27
Home Depot,MISC,Miscellaneous,7048,0,2023-04-12
ABC Water,Utilities,Utilities,,152.78,2023-04-26
Tobu,Groceries,Miscellaneous Food Stores,,141.35,2023-03-04
Main Street Condos,Rent,Housing,,300,2023-03-14
Amazon,Electronics,Electronics,,525.17,2023-05-14
Donquiote,Clothes,Apparel,5679,85.89,2023-03-11
Six Flags,Entertainment,Tourist Attractions,,98.73,2023-04-27
ABC Apartments,Rent,Housing,,300,2023-03-07
Six Flags,Entertainment,Carnival,,110.46,2023-04-24
Sega,Electronics,Computer Software Stores,,1945.26,2023-04-28
Uptown Rentals,Rent,Housing,,300,2023-04-08
XYZ Electricity,Utilities,Utilities,4900,198.23,2023-03-22
Walmart,MISC,Department Stores,,0,2023-03-17
City Park,Entertainment,Motion Picture Theaters,,27.41,2023-05-08
Puma,Clothes,Clothing & Shoes,,251.16,2023-04-18
McDonalds,Food,Dining,,149.02,2023-03-19
Best Buy,Electronics,Computer Software Stores,,269.77,2023-04-17
Walmart,Health,Drug Stores,,226.7,2023-03-06
Office Depot,MISC,Department Stores,6222,0,2023-05-07
XYZ Housing,Rent,Housing,,300,2023-04-18
Amazon,Groceries,Miscellaneous Food Stores,,78.98,2023-04-08
Museum of History,Entertainment,Tourist Attractions,,96.34,2023-03-31
Aliexpress,Clothes,Commercial Footwear,,52.63,2023-05-08
Macy's,Clothes,Apparel,5613,87.63,2023-03-03
ABC Water,Utilities,Utilities,,68.83,2023-03-08
Amazon,Health,Drug Stores,,379.08,2023-04-06
Walmart,Groceries,Specialty Food Markets,,41.52,2023-03-11
Disney Land,Entertainment,Carnival,,103.98,2023-04-03
Best Buy,Electronics,Computer Software Stores,,1028.76,2023-03-24
AMC Theaters,Entertainment,Exhibits,,12.46,2023-04-23
Home Depot,MISC,Stationery Goods,,0,2023-03-28
Yellow Cab,Transportation,Local Transit,4347,16.19,2023-03-07
Zara,Clothes,Clothing & Shoes,,68.56,2023-04-30
Yellow Cab,Transportation,Public Transportation,,16.86,2023-03-03
ABC Apartments,Rent,Housing,,300,2023-05-08
AMC Theaters,Entertainment,Fair,,47.31,2023-03-06
Walmart,Health,Pharmaceuticals,,434.41,2023-04-18
PQR Internet,Utilities,Utilities,,157.18,2023-03-21
Bed Bath & Beyond,MISC,Miscellaneous,,0,2023-05-09
Regal Cinemas,Entertainment,Amusement/Theme Parks,,86.78,2023-04-04
Walmart,Health,Health,5912,23.76,2023-04-14
Family Mart,Groceries,Supermarkets,5422,81.28,2023-05-14
Tobu Zoo,Entertainment,Theaters,,116.49,2023-03-01
Amazon,Clothes,Clothing & Shoes,,191.01,2023-03-08
Walmart,Health,Health,,235.13,2023-04-24
City Hospital,MISC,Variety Stores,,0,2023-03-08
Regal Cinemas,Entertainment,Carnival,,42.85,2023-03-13
PQR Internet,Utilities,Utilities,4802,62.46,2023-03-23
Amazon,Health,Pharmaceuticals,,237.51,2023-04-21
Best Buy,Electronics,Computer Software Stores,,1231.22,2023-03-03
Walmart,Clothes,Apparel,,287.95,2023-03-27
Dentist,MISC,Variety Stores,,0,2023-03-10
Main Street Condos,Rent,Housing,,300,2023-05-06
ABC Water,Utilities,Utilities,,85.61,2023-04-15
MNO Gas,Utilities,Utilities,,135.35,2023-03-04
Target,MISC,Miscellaneous,,0,2023-04-07
Tobu Zoo,Entertainment,Motion Picture Theaters,,73.11,2023-03-07
JUTC,Transportation,Taxi Cabs,,16.01,2023-04-25
Aliexpress,Clothes,Accessories,,155.44,2023-04-17
Cabbie,Transportation,Taxi Cabs,,16.28,2023-04-22
XYZ Electricity,Utilities,Utilities,,131.71,2023-03-10
Target,Clothes,Commercial Footwear,,247.0,2023-03-16
CVS,Health,Drug Stores,,19.98,2023-04-06
Lyft,Transportation,Local Transit,,8.29,2023-05-12
Amazon,Clothes,Accessories,,182.16,2023-03-25
Cabbie,Transportation,Bus Lines,,12.18,2023-03-07
City Park,Entertainment,Amusement/Theme Parks,7998,58.05,2023-03-01
Target,Clothes,Men's Clothing,5695,258.5,2023-05-12
GU,Clothes,Commercial Footwear,,89.27,2023-03-17
Seven Eleven,Groceries,Miscellaneous Food Stores,,96.44,2023-03-15
ABC Water,Utilities,Utilities,,143.56,2023-03-10
JUTC,Transportation,Local Transit,,12.37,2023-03-29
Juicy,Food,Fast Food Restaurants,,68.51,2023-04-26
Tobu Zoo,Entertainment,Theaters,7832,48.33,2023-03-21
MNO Gas,Utilities,Utilities,,102.57,2023-03-11
Uptown Rentals,Rent,Housing,,300,2023-04-24
ABC Water,Utilities,Utilities,4951,159.78,2023-04-01
Juicy,Food,Dining,,125.25,2023-05-03
Trader joe's,Groceries,Miscellaneous Food Stores,5499,123.88,2023-04-25
Main Street Condos,Rent,Housing,,300,2023-03-12
Cabbie,Transportation,Bus Lines,,5.39,2023-05-01
Sega,Electronics,Gaming,,762.46,2023-04-22
Juicy,Food,Meals,5814,45.49,2023-03-09
AMC Theaters,Entertainment,Exhibits,,32.87,2023-04-24
Uptown Rentals,Rent,Housing,6513,300,2023-03-13
Tobu Zoo,Entertainment,Amusement/Theme Parks,,116.72,2023-04-18
Target,Groceries,Miscellaneous Food Stores,5411,149.71,2023-05-01
Home Depot,MISC,Miscellaneous,,0,2023-03-07
McDonalds,Food,Dining,,133.16,2023-03-05
CVS,Health,Health,5912,129.01,2023-03-30
PQR Internet,Utilities,Utilities,,86.2,2023-05-11
Megamart,Groceries,Markets,,141.92,2023-03-11
Museum of History,Entertainment,Motion Pictures,,87.0,2023-04-08
Seven Eleven,Groceries,Markets,,52.72,2023-04-02
